Fechas,Trimestre,Año,Mes,Día,Estación,Precios Bolsa,Precios Caja,Temp Max,Temp Min,Humedad,Precipitaciones,Masa ingreso Bolsa(T),Masa ingreso Caja(T),Incendio Forestal,Lluvias Intensas,Inundacion,Huaico,Fenomeno_Niño
2022-01-01,1,2022,enero,1,verano,1.19,1.47,31.7,21.2,,0,,,0,0,0,0,0
2022-01-02,1,2022,enero,2,verano,1.19,1.47,31.9,21.5,,,324,94,0,0,0,0,0
2022-01-03,1,2022,enero,3,verano,1.25,1.58,32.9,21.1,,,324,29,0,0,0,0,0
2022-01-04,1,2022,enero,4,verano,1.22,1.5,32.9,20,,,14,2,0,0,0,0,0
2022-01-05,1,2022,enero,5,verano,1.22,1.5,32.2,20.6,,,143,,0,0,0,0,0
2022-01-06,1,2022,enero,6,verano,1.25,1.55,31.3,19.2,,,929,95,0,0,0,0,0
2022-01-07,1,2022,enero,7,verano,1.25,1.5,31.3,20,,,543,30,0,0,0,0,0
2022-01-08,1,2022,enero,8,verano,1.25,1.52,33.5,21.4,,,,,0,0,0,0,0
2022-01-09,1,2022,enero,9,verano,1.25,1.52,32,21.7,,,291,60,0,0,0,0,0
2022-01-10,1,2022,enero,10,verano,1.25,1.55,32.8,20.6,,,1182,77,1,0,0,0,0
2022-01-11,1,2022,enero,11,verano,1.22,1.47,31.9,20,,,222,,0,0,0,0,0
2022-01-12,1,2022,enero,12,verano,1.22,1.47,31.5,20.2,,,6,,0,0,0,0,0
2022-01-13,1,2022,enero,13,verano,1.25,1.58,30.7,21.2,,,904,59,0,0,0,0,0
2022-01-14,1,2022,enero,14,verano,1.22,1.58,30.4,22.2,,,,,0,0,0,0,0
2022-01-15,1,2022,enero,15,verano,1.19,1.63,31.2,22.5,,,,,0,0,0,0,0
2022-01-16,1,2022,enero,16,verano,1.19,1.63,33.8,21.6,,,,,0,0,0,0,0
2022-01-17,1,2022,enero,17,verano,1.22,1.74,31.9,21.2,,,,,0,0,0,0,0
2022-01-18,1,2022,enero,18,verano,1.22,1.79,33.9,20.6,,,,,0,0,0,0,0
2022-01-19,1,2022,enero,19,verano,1.22,1.79,31.9,21.5,,,,,0,0,0,0,0
2022-01-20,1,2022,enero,20,verano,1.19,1.74,32.1,22.2,,,,,0,0,0,0,0
2022-01-21,1,2022,enero,21,verano,1.17,1.79,34.3,21.4,,,,,0,0,0,0,0
2022-01-22,1,2022,enero,22,verano,1.22,1.74,31.6,22.2,,,,,0,0,0,0,0
2022-01-23,1,2022,enero,23,verano,1.22,1.74,32.6,22.9,,,,,0,0,0,0,0
2022-01-24,1,2022,enero,24,verano,1.28,1.79,32.7,23,,,,,0,0,0,0,0
2022-01-25,1,2022,enero,25,verano,1.22,1.68,31.5,22.7,,,,,0,0,0,0,0
2022-01-26,1,2022,enero,26,verano,1.22,1.68,31.6,22.5,,,,,0,0,0,0,0
2022-01-27,1,2022,enero,27,verano,1.19,1.74,31.6,22,,,,,0,0,0,0,0
2022-01-28,1,2022,enero,28,verano,1.22,1.79,31.6,22.2,,,,,0,0,0,0,0
2022-01-29,1,2022,enero,29,verano,1.22,1.79,33,21.9,,,,,0,0,0,0,0
2022-01-30,1,2022,enero,30,verano,1.22,1.79,32,22.2,,,,,0,0,0,0,0
2022-01-31,1,2022,enero,31,verano,1.25,1.74,32.9,22.2,,,662,270,0,0,0,0,0
2022-02-01,1,2022,febrero,1,verano,1.19,1.58,32.8,22.6,,,137,,0,0,0,0,0
2022-02-02,1,2022,febrero,2,verano,1.19,1.58,33.3,21,,,2,,0,0,0,0,0
2022-02-03,1,2022,febrero,3,verano,1.19,1.47,32.2,20.7,,,584,20,0,0,0,0,0
2022-02-04,1,2022,febrero,4,verano,1.25,1.58,31.6,20.5,,,518,,0,0,0,0,0
2022-02-05,1,2022,febrero,5,verano,1.25,1.58,34.7,21.5,,,,,0,0,0,0,0
2022-02-06,1,2022,febrero,6,verano,1.25,1.58,31.6,21.5,,,234,89,0,0,0,0,0
2022-02-07,1,2022,febrero,7,verano,1.28,1.63,33.1,22,,,801,38,0,0,0,0,0
2022-02-08,1,2022,febrero,8,verano,1.22,1.52,31.6,22.4,,,22,25,0,0,0,0,0
2022-02-09,1,2022,febrero,9,verano,1.22,1.52,32.1,22.7,,,6,,0,0,0,0,0
2022-02-10,1,2022,febrero,10,verano,1.17,1.41,31.8,22.9,,,862,52,0,0,0,0,0
2022-02-11,1,2022,febrero,11,verano,1.14,1.41,32.6,21.5,,,583,32,0,0,0,0,0
2022-02-12,1,2022,febrero,12,verano,1.14,1.47,32.1,22.4,,,,,0,1,0,0,0
2022-02-13,1,2022,febrero,13,verano,1.14,1.47,32.4,22.2,,,196,70,0,1,0,0,0
2022-02-14,1,2022,febrero,14,verano,1.17,1.58,33.5,22.7,,,644,381,0,1,0,0,0
2022-02-15,1,2022,febrero,15,verano,1.14,1.52,32.2,23.1,,,55,35,0,1,0,0,0
2022-02-16,1,2022,febrero,16,verano,1.14,1.52,32.3,22.5,,,2,,0,1,1,0,0
2022-02-17,1,2022,febrero,17,verano,1.14,1.47,32.4,21,,,571,105,0,1,1,0,0
2022-02-18,1,2022,febrero,18,verano,1.14,1.47,32.5,21.6,,,397,62,0,1,1,1,0
2022-02-19,1,2022,febrero,19,verano,1.17,1.58,33.2,23.2,,,,,0,1,1,0,0
2022-02-20,1,2022,febrero,20,verano,1.17,1.58,32.5,20.5,,,166,150,0,1,1,0,0
2022-02-21,1,2022,febrero,21,verano,1.19,1.63,32.5,22.5,,,733,86,0,1,1,0,0
2022-02-22,1,2022,febrero,22,verano,1.17,1.52,33,23,,,129,2,0,1,1,0,0
2022-02-23,1,2022,febrero,23,verano,1.17,1.52,34.4,23.1,,,2,,1,1,0,0,0
2022-02-24,1,2022,febrero,24,verano,1.19,1.47,32.9,22.7,,,618,45,0,1,0,0,0
2022-02-25,1,2022,febrero,25,verano,1.19,1.47,32.6,22.7,,,479,59,0,1,0,0,0
2022-02-26,1,2022,febrero,26,verano,1.22,1.52,32.3,21.6,,,,,0,1,0,0,0
2022-02-27,1,2022,febrero,27,verano,1.22,1.52,33.3,22.2,,,252,32,0,1,1,0,0
2022-02-28,1,2022,febrero,28,verano,1.25,1.58,33.1,23,,,866,151,0,1,1,0,0
2022-03-01,1,2022,marzo,1,verano,1.22,1.47,34.2,21.3,,,92,,0,1,1,0,0
2022-03-02,1,2022,marzo,2,verano,1.22,1.47,32.5,22.5,,,2,,0,1,1,1,0
2022-03-03,1,2022,marzo,3,verano,1.17,1.41,34.2,23.2,,,757,28,0,1,1,1,0
2022-03-04,1,2022,marzo,4,verano,1.22,1.52,36,23.6,,,351,232,0,1,1,1,0
2022-03-05,1,2022,marzo,5,verano,1.22,1.52,34,23,,,,,0,1,1,0,0
2022-03-06,1,2022,marzo,6,verano,1.22,1.52,34.9,21.7,,,152,23,0,1,1,0,0
2022-03-07,1,2022,marzo,7,verano,1.25,1.58,33.7,23.4,,,722,54,0,1,1,0,0
2022-03-08,1,2022,marzo,8,verano,1.19,1.47,33.8,23.6,,,61,21,0,1,0,0,0
2022-03-09,1,2022,marzo,9,verano,1.19,1.47,33.7,24,,,2,,0,1,0,0,0
2022-03-10,1,2022,marzo,10,verano,1.17,1.41,34.4,22.5,,,817,31,0,1,0,0,0
2022-03-11,1,2022,marzo,11,verano,1.22,1.47,34,21.5,,,343,31,0,1,0,0,0
2022-03-12,1,2022,marzo,12,verano,1.22,1.47,35.2,22.7,,,,,0,1,0,0,0
2022-03-13,1,2022,marzo,13,verano,1.22,1.47,34.2,23,,,169,64,0,1,1,0,0
2022-03-14,1,2022,marzo,14,verano,1.28,1.74,33.1,23.7,,,903,108,0,1,1,0,0
2022-03-15,1,2022,marzo,15,verano,1.25,1.68,34.9,21.7,,,38,27,0,1,0,0,0
2022-03-16,1,2022,marzo,16,verano,1.25,1.68,33.6,22.6,,,3,1,0,1,0,0,0
2022-03-17,1,2022,marzo,17,verano,1.25,1.74,34,22.1,,,656,76,0,1,1,0,0
2022-03-18,1,2022,marzo,18,verano,1.25,1.74,33.1,22,,,343,91,0,1,0,0,0
2022-03-19,1,2022,marzo,19,verano,1.25,1.79,32.7,21.6,,,,,0,1,0,0,0
2022-03-20,1,2022,marzo,20,verano,1.25,1.79,33.2,22.6,,,166,107,0,1,0,0,0
2022-03-21,1,2022,marzo,21,otoño,1.28,1.9,32,22,,,931,33,0,1,0,0,0
2022-03-22,1,2022,marzo,22,otoño,1.42,1.96,32.2,22.2,,,63,32,0,1,0,0,0
2022-03-23,1,2022,marzo,23,otoño,1.42,1.96,32.6,21.2,,,3,,0,1,1,1,0
2022-03-24,1,2022,marzo,24,otoño,1.47,02.01,33.7,20.6,,,734,97,0,1,1,0,0
2022-03-25,1,2022,marzo,25,otoño,1.47,1.96,32.3,22,,,421,38,0,1,1,0,0
2022-03-26,1,2022,marzo,26,otoño,1.47,1.96,32.8,22.2,,,,,0,1,1,1,0
2022-03-27,1,2022,marzo,27,otoño,1.47,1.96,32,22.9,,,191,32,0,1,1,1,0
2022-03-28,1,2022,marzo,28,otoño,1.44,1.74,31.9,22.5,,,771,258,0,0,0,0,0
2022-03-29,1,2022,marzo,29,otoño,1.42,1.68,32,22.4,,,49,,0,0,1,1,0
2022-03-30,1,2022,marzo,30,otoño,1.42,1.68,34,22.6,,,6,,0,0,0,0,0
2022-03-31,1,2022,marzo,31,otoño,2.28,2.77,32.6,22.5,,,144,,0,0,0,0,0
2022-04-01,2,2022,abril,1,otoño,2.36,2.88,33.3,22.3,,,88,83,0,1,1,0,0
2022-04-02,2,2022,abril,2,otoño,2.33,2.77,31.8,22.2,,,,,0,1,1,0,0
2022-04-03,2,2022,abril,3,otoño,2.33,2.77,33.2,22.1,,,345,52,0,0,0,0,0
2022-04-04,2,2022,abril,4,otoño,1.92,2.17,32.2,21.2,,,1191,155,0,1,1,0,0
2022-04-05,2,2022,abril,5,otoño,1.92,2.17,32.8,21.5,,,41,,0,0,0,0,0
2022-04-06,2,2022,abril,6,otoño,1.92,2.17,34.5,21.5,,,2,,0,1,1,1,0
2022-04-07,2,2022,abril,7,otoño,1.86,02.01,32.8,21.6,,,294,,0,1,1,0,0
2022-04-08,2,2022,abril,8,otoño,1.92,02.01,32.5,20.6,,,493,71,0,1,0,0,0
2022-04-09,2,2022,abril,9,otoño,1.89,02.01,31.4,21,,,,,0,0,0,0,0
2022-04-10,2,2022,abril,10,otoño,1.89,02.01,31.7,21,,,265,60,0,0,0,0,0
2022-04-11,2,2022,abril,11,otoño,1.89,1.9,31.8,21,,,1133,145,0,0,0,0,0
2022-04-12,2,2022,abril,12,otoño,1.53,1.58,31,20.7,,,162,1,0,0,0,0,0
2022-04-13,2,2022,abril,13,otoño,1.53,1.58,30.3,20,,,2,,0,0,0,0,0
2022-04-14,2,2022,abril,14,otoño,1.53,1.58,30.7,20,,,,,0,0,0,0,0
2022-04-15,2,2022,abril,15,otoño,1.53,1.58,31.1,18.7,,,,,0,0,0,0,0
2022-04-16,2,2022,abril,16,otoño,1.33,1.52,30.7,17.6,,,,,0,0,0,0,0
2022-04-17,2,2022,abril,17,otoño,1.33,1.52,31.6,17.6,,,2,53,0,0,0,0,0
2022-04-18,2,2022,abril,18,otoño,1.56,1.9,32.1,19.8,,,659,24,0,1,1,1,0
2022-04-19,2,2022,abril,19,otoño,1.53,1.85,32.2,20.3,,,43,,0,1,1,1,0
2022-04-20,2,2022,abril,20,otoño,1.53,1.85,32.6,19.5,,,4,,0,1,1,0,0
2022-04-21,2,2022,abril,21,otoño,1.56,1.9,32,20,,,668,301,0,1,1,0,0
2022-04-22,2,2022,abril,22,otoño,1.25,1.79,33,19.9,,,434,97,0,0,0,0,0
2022-04-23,2,2022,abril,23,otoño,1.19,1.68,30.2,18.9,,,,,0,0,0,0,0
2022-04-24,2,2022,abril,24,otoño,1.19,1.68,31.6,17.8,,0.3,151,32,0,0,0,0,0
2022-04-25,2,2022,abril,25,otoño,1.17,1.72,31.5,18.2,,0,588,343,0,0,0,0,0
2022-04-26,2,2022,abril,26,otoño,1.14,1.68,32,18.3,,,43,4,0,1,0,0,0
2022-04-27,2,2022,abril,27,otoño,1.14,1.68,31.1,18.6,,,2,,0,1,0,0,0
2022-04-28,2,2022,abril,28,otoño,1.14,1.74,30.2,19.5,,,540,73,0,0,0,0,0
2022-04-29,2,2022,abril,29,otoño,1.19,1.58,30.3,18.5,,,362,,0,1,0,0,0
2022-04-30,2,2022,abril,30,otoño,1.11,1.52,31.9,18.1,,,,,0,0,0,0,0
2022-05-01,2,2022,mayo,1,otoño,1.11,1.52,31.4,18.2,,,,,0,0,0,0,0
2022-05-02,2,2022,mayo,2,otoño,1.11,1.52,31.2,18.5,,,695,30,0,0,0,0,0
2022-05-03,2,2022,mayo,3,otoño,1.31,1.68,32.4,17.4,,,30,24,0,0,0,0,0
2022-05-04,2,2022,mayo,4,otoño,1.31,1.68,30.6,19.1,,,26,,0,0,0,0,0
2022-05-05,2,2022,mayo,5,otoño,1.42,2.12,32,19.1,,,603,134,0,0,0,0,0
2022-05-06,2,2022,mayo,6,otoño,1.47,2.17,30.6,17.4,,,518,,0,0,0,0,0
2022-05-07,2,2022,mayo,7,otoño,1.44,02.01,31.5,18.2,,,,,0,0,0,0,0
2022-05-08,2,2022,mayo,8,otoño,1.44,02.01,30.5,18.2,,,175,61,0,0,0,0,0
2022-05-09,2,2022,mayo,9,otoño,1.42,1.96,29.9,17.2,,,818,64,0,0,0,0,0
2022-05-10,2,2022,mayo,10,otoño,1.22,1.52,28.9,17.8,,,46,,0,1,1,0,0
2022-05-11,2,2022,mayo,11,otoño,1.22,1.52,28.9,17.7,,,2,,0,1,1,1,0
2022-05-12,2,2022,mayo,12,otoño,1.33,1.47,29.6,18,,,557,133,0,1,0,1,0
2022-05-13,2,2022,mayo,13,otoño,1.32,1.41,29.5,17.9,,,436,,0,1,1,0,0
2022-05-14,2,2022,mayo,14,otoño,1.11,1.3,29.6,18,,,,,0,1,1,1,0
2022-05-15,2,2022,mayo,15,otoño,1.11,1.3,29.9,18.1,,,136,,0,1,1,0,0
2022-05-16,2,2022,mayo,16,otoño,01.03,1.25,28.3,17.8,,,740,169,0,1,0,0,0
2022-05-17,2,2022,mayo,17,otoño,01.06,1.47,29.8,18.4,,,29,3,0,1,1,1,0
2022-05-18,2,2022,mayo,18,otoño,01.06,1.47,29.9,18.5,,,40,,0,1,1,1,0
2022-05-19,2,2022,mayo,19,otoño,01.03,1.58,31,19.1,,,697,107,1,1,0,0,0
2022-05-20,2,2022,mayo,20,otoño,1.11,1.52,30.6,17.3,,,498,22,0,0,0,0,0
2022-05-21,2,2022,mayo,21,otoño,1.14,1.58,30.6,17.2,,,,,0,0,0,0,0
2022-05-22,2,2022,mayo,22,otoño,1.14,1.58,28.4,17.4,,,194,,0,0,0,0,0
2022-05-23,2,2022,mayo,23,otoño,1.14,1.63,29.4,17.4,,,726,87,0,0,0,0,0
2022-05-24,2,2022,mayo,24,otoño,1.22,1.68,28.9,16.4,,,45,,0,0,0,0,0
2022-05-25,2,2022,mayo,25,otoño,1.22,1.68,29.2,15.8,,0,4,,0,0,0,0,0
2022-05-26,2,2022,mayo,26,otoño,1.19,1.74,28.2,17.4,,,604,23,0,1,0,0,0
2022-05-27,2,2022,mayo,27,otoño,1.11,1.52,29.5,17.2,,,388,33,0,1,0,0,0
2022-05-28,2,2022,mayo,28,otoño,01.08,1.47,29.3,16.4,,0,,,0,0,0,0,0
2022-05-29,2,2022,mayo,29,otoño,01.08,1.47,27.7,16.6,,0,166,60,0,0,0,0,0
2022-05-30,2,2022,mayo,30,otoño,01.03,1.3,28.8,16.6,,0,853,,0,0,0,0,0
2022-05-31,2,2022,mayo,31,otoño,1.11,1.41,29.6,18.1,,0,37,18,0,0,0,0,0
2022-06-01,2,2022,junio,1,otoño,1.11,1.41,29.8,17,,0,3,,0,0,0,0,0
2022-06-02,2,2022,junio,2,otoño,1.19,1.52,28.5,16.8,,0,635,51,0,0,0,0,0
2022-06-03,2,2022,junio,3,otoño,1.17,1.47,28.3,18.1,,0,493,30,0,1,1,0,0
2022-06-04,2,2022,junio,4,otoño,1.31,1.25,29.6,17.5,,0,,,0,1,1,0,0
2022-06-05,2,2022,junio,5,otoño,1.31,1.25,28.8,17,,0,206,,0,0,0,0,0
2022-06-06,2,2022,junio,6,otoño,1.36,1.3,30.4,15.9,,0,711,73,0,1,0,0,0
2022-06-07,2,2022,junio,7,otoño,1.44,1.41,26.2,16.1,74.2,0,87,2,0,0,0,0,0
2022-06-08,2,2022,junio,8,otoño,1.44,1.41,29,18.6,67.1,0,5,,0,0,0,0,0
2022-06-09,2,2022,junio,9,otoño,1.47,1.52,29.4,18.8,75.6,0,590,73,0,0,0,0,0
2022-06-10,2,2022,junio,10,otoño,1.33,1.47,27.8,18.4,76.6,0,393,87,0,0,0,0,0
2022-06-11,2,2022,junio,11,otoño,1.33,1.52,28.6,18.2,74.6,0,,,0,0,0,0,0
2022-06-12,2,2022,junio,12,otoño,1.33,1.52,26.4,17.6,78.9,0,142,38,0,0,0,0,0
2022-06-13,2,2022,junio,13,otoño,1.56,1.74,26.8,17,71.3,0,720,158,0,0,0,0,0
2022-06-14,2,2022,junio,14,otoño,1.53,1.68,28.2,15.6,69.1,0,77,2,0,0,0,0,0
2022-06-15,2,2022,junio,15,otoño,1.53,1.68,29.8,16,67.6,0,3,2,0,0,0,0,0
2022-06-16,2,2022,junio,16,otoño,1.58,1.79,28.4,15.2,71.8,0,455,80,0,0,0,0,0
2022-06-17,2,2022,junio,17,otoño,1.42,1.74,27.4,16.8,69.9,0,364,34,0,0,0,0,0
2022-06-18,2,2022,junio,18,otoño,1.47,1.9,28.4,16.6,69,0,,,0,0,0,0,0
2022-06-19,2,2022,junio,19,otoño,1.47,1.9,26.4,18,72,0,199,,0,0,0,0,0
2022-06-20,2,2022,junio,20,otoño,1.47,1.96,27.4,16.8,76.4,0,661,162,0,1,0,1,0
2022-06-21,2,2022,junio,21,invierno,1.5,1.74,27.2,16.8,71.4,0,20,18,0,0,0,0,0
2022-06-22,2,2022,junio,22,invierno,1.5,1.74,28.4,17,71.7,0,,3,0,0,0,0,0
2022-06-23,2,2022,junio,23,invierno,1.44,1.79,26.2,17.6,69,0,509,66,0,0,0,0,0
2022-06-24,2,2022,junio,24,invierno,1.83,2.45,28,16.6,,0,421,1,0,0,0,0,0
2022-06-25,2,2022,junio,25,invierno,2.17,3.21,29.2,17,68.1,0,,,0,0,0,0,0
2022-06-26,2,2022,junio,26,invierno,2.33,3.32,29,17.4,67.9,0,,,0,0,0,0,0
2022-06-27,2,2022,junio,27,invierno,2.11,3.26,28.8,16.4,75.2,0,984,65,0,1,1,0,0
2022-06-28,2,2022,junio,28,invierno,1.64,1.68,27.2,17.8,73.3,0,9,,0,0,0,0,0
2022-06-29,2,2022,junio,29,invierno,1.61,1.85,27.6,14.2,73.1,0,6,1,0,0,0,0,0
2022-06-30,2,2022,junio,30,invierno,1.56,1.9,27.8,16.8,75,0,405,41,0,0,0,0,0
2022-07-01,3,2022,julio,1,invierno,1.54,1.96,28.2,17,75.6,0,478,49,0,1,1,0,0
2022-07-02,3,2022,julio,2,invierno,1.44,02.01,25.4,17.8,78.7,0,,,0,0,0,0,0
2022-07-03,3,2022,julio,3,invierno,1.42,1.9,27.2,16,75.3,0,209,64,0,0,0,0,0
2022-07-04,3,2022,julio,4,invierno,1.44,1.96,25.4,17,78,0,684,182,0,0,0,0,0
2022-07-05,3,2022,julio,5,invierno,1.61,1.9,29.6,16.8,74.2,0,36,4,0,0,0,0,0
2022-07-06,3,2022,julio,6,invierno,1.61,1.9,25.2,17,80.8,0,3,,0,0,0,0,0
2022-07-07,3,2022,julio,7,invierno,1.64,1.96,27.4,17,75.3,0,249,73,0,0,0,0,0
2022-07-08,3,2022,julio,8,invierno,1.61,1.74,29.6,15.8,71.7,0,435,32,0,0,0,0,0
2022-07-09,3,2022,julio,9,invierno,1.67,1.68,27.6,17.6,,0,,,0,0,0,0,0
2022-07-10,3,2022,julio,10,invierno,1.67,1.68,26,16.8,79.8,0,,250,0,0,0,0,0
2022-07-11,3,2022,julio,11,invierno,1.69,1.74,27.4,16.6,83.7,0,730,121,0,0,0,0,0
2022-07-12,3,2022,julio,12,invierno,1.47,1.68,28,16.4,73.5,0,50,101,0,0,0,0,0
2022-07-13,3,2022,julio,13,invierno,1.47,1.68,29.2,17,74.2,0,35,,0,0,0,0,0
2022-07-14,3,2022,julio,14,invierno,1.42,1.74,25.4,16.6,79.1,0,416,149,0,0,0,0,0
2022-07-15,3,2022,julio,15,invierno,1.61,1.72,25.6,16.6,74.8,0,424,31,0,0,0,0,0
2022-07-16,3,2022,julio,16,invierno,1.75,1.79,27,16.2,75,0,,,0,0,0,0,0
2022-07-17,3,2022,julio,17,invierno,1.75,1.79,27.4,15.2,72.2,0,198,,0,0,0,0,0
2022-07-18,3,2022,julio,18,invierno,1.83,1.74,29.2,16.2,73.9,0,694,160,0,0,0,0,0
2022-07-19,3,2022,julio,19,invierno,2,1.96,28.2,17.6,76.4,0,56,28,0,0,0,0,0
2022-07-20,3,2022,julio,20,invierno,2,1.96,27.4,17.2,73.9,0,4,23,0,0,0,0,0
2022-07-21,3,2022,julio,21,invierno,1.89,1.9,26.6,16.6,,0,200,94,0,0,0,0,0
2022-07-22,3,2022,julio,22,invierno,1.72,1.74,28.4,17,79.6,0,376,25,0,0,0,0,0
2022-07-23,3,2022,julio,23,invierno,1.86,1.9,29.4,18,75.5,0,,,0,0,0,0,0
2022-07-24,3,2022,julio,24,invierno,1.86,1.9,29.4,16.6,74.2,0,178,,0,0,0,0,0
2022-07-25,3,2022,julio,25,invierno,1.92,1.96,28,17,74.5,0,706,97,0,0,0,0,0
2022-07-26,3,2022,julio,26,invierno,1.89,02.01,29.6,17.8,74.9,0,99,70,0,0,0,0,0
2022-07-27,3,2022,julio,27,invierno,1.89,02.01,29.2,17,72.4,0,21,,0,0,0,0,0
2022-07-28,3,2022,julio,28,invierno,1.92,02.01,28.4,16.8,72.9,0,591,83,0,0,0,0,0
2022-07-29,3,2022,julio,29,invierno,1.94,02.07,25.4,16.2,,0,439,43,0,0,0,0,0
2022-07-30,3,2022,julio,30,invierno,1.92,1.96,29,14.8,71.1,0,,,0,0,0,0,0
2022-07-31,3,2022,julio,31,invierno,1.92,1.96,28.6,16.6,69,0,96,,0,0,0,0,0
2022-08-01,3,2022,agosto,1,invierno,1.94,02.01,27.4,16,71.8,0,612,54,0,0,0,0,0
2022-08-02,3,2022,agosto,2,invierno,1.86,1.9,25.2,17,,0,128,,0,0,0,0,0
2022-08-03,3,2022,agosto,3,invierno,1.86,02.01,28.2,16.8,,0,14,33,0,0,0,0,0
2022-08-04,3,2022,agosto,4,invierno,1.92,02.01,29.2,17,69.9,0,406,183,0,0,0,0,0
2022-08-05,3,2022,agosto,5,invierno,02.08,2.17,28,16,,0,393,55,0,0,0,0,0
2022-08-06,3,2022,agosto,6,invierno,2.14,2.34,28.4,16.8,72.4,0,,,0,0,0,0,0
2022-08-07,3,2022,agosto,7,invierno,2.14,2.34,28.6,16.8,71.1,0,293,31,0,0,0,0,0
2022-08-08,3,2022,agosto,8,invierno,2.28,2.45,28.2,16.6,72.2,0,850,11,0,0,0,0,0
2022-08-09,3,2022,agosto,9,invierno,2.56,2.77,29.2,16.4,67.5,0,85,,0,0,0,0,0
2022-08-10,3,2022,agosto,10,invierno,2.56,2.77,30,15.8,69.6,0,3,,0,0,0,0,0
2022-08-11,3,2022,agosto,11,invierno,2.61,2.88,31.2,16.8,70.3,0,538,52,0,0,0,0,0
2022-08-12,3,2022,agosto,12,invierno,2.33,2.45,28.6,16.8,72,0,408,,0,0,0,0,0
2022-08-13,3,2022,agosto,13,invierno,2.28,2.34,28.8,17.4,,0,,,0,0,0,0,0
2022-08-14,3,2022,agosto,14,invierno,2.28,2.34,29.4,16,71.9,0,167,32,0,0,0,0,0
2022-08-15,3,2022,agosto,15,invierno,2.33,2.45,26.2,16.2,76.6,0,496,214,0,0,0,0,0
2022-08-16,3,2022,agosto,16,invierno,2.72,2.77,28,16.8,73.3,0,61,,0,0,0,0,0
2022-08-17,3,2022,agosto,17,invierno,2.72,2.77,26.2,16,,0,4,,0,0,0,0,0
2022-08-18,3,2022,agosto,18,invierno,2.78,2.83,27.4,16,72.1,0,435,19,0,0,0,0,0
2022-08-19,3,2022,agosto,19,invierno,2.72,2.77,29,15.8,69.7,0,430,,0,0,0,0,0
2022-08-20,3,2022,agosto,20,invierno,2.83,2.93,30.2,17,74.7,0,,,1,0,0,0,0
2022-08-21,3,2022,agosto,21,invierno,2.83,2.93,28.8,16.8,73.7,0,125,83,1,0,0,0,0
2022-08-22,3,2022,agosto,22,invierno,2.78,2.88,29.2,16.8,72.3,0,534,138,1,0,0,0,0
2022-08-23,3,2022,agosto,23,invierno,03.06,3.21,29,16.4,75.6,0,116,32,1,0,0,0,0
2022-08-24,3,2022,agosto,24,invierno,03.06,3.21,27,16.8,75.5,0,24,,1,0,0,0,0
2022-08-25,3,2022,agosto,25,invierno,3.22,3.26,27,17,73.8,0,603,110,1,0,0,0,0
2022-08-26,3,2022,agosto,26,invierno,3.17,3.21,28.8,,,0,476,33,0,0,0,0,0
2022-08-27,3,2022,agosto,27,invierno,3.22,3.32,27.6,16.8,74.2,0,,,0,0,0,0,0
2022-08-28,3,2022,agosto,28,invierno,3.22,3.32,28.2,17,68.6,0,186,37,1,0,0,0,0
2022-08-29,3,2022,agosto,29,invierno,3.28,3.37,27.6,16.2,72.8,0,546,247,1,0,0,0,0
2022-08-30,3,2022,agosto,30,invierno,3.28,3.37,26.4,16.8,73.1,0,72,,0,0,0,0,0
2022-08-31,3,2022,agosto,31,invierno,3.28,3.37,26.2,16,75.3,0,3,,0,0,0,0,0
2022-09-01,3,2022,septiembre,1,invierno,3.22,3.26,28,16.6,74,0,592,25,0,0,0,0,0
2022-09-02,3,2022,septiembre,2,invierno,3.17,3.21,27.4,15.8,74.3,0,423,32,0,0,0,0,0
2022-09-03,3,2022,septiembre,3,invierno,3.19,3.32,29.4,16.4,70.3,0,,,0,0,0,0,0
2022-09-04,3,2022,septiembre,4,invierno,3.19,3.32,28.8,16.8,71.4,0,255,16,0,0,0,0,0
2022-09-05,3,2022,septiembre,5,invierno,3.25,3.37,30,17.2,71.2,0,755,20,0,0,0,0,0
2022-09-06,3,2022,septiembre,6,invierno,3.17,3.26,30.4,16.8,76.5,0,27,4,0,0,0,0,0
2022-09-07,3,2022,septiembre,7,invierno,3.17,3.26,29.2,17,76.9,0,16,,0,0,0,0,0
2022-09-08,3,2022,septiembre,8,invierno,3.19,3.32,27.4,17.6,72.4,0,444,59,0,0,0,0,0
2022-09-09,3,2022,septiembre,9,invierno,3.17,3.26,28.4,16.8,70.6,0,399,,0,0,0,0,0
2022-09-10,3,2022,septiembre,10,invierno,3.22,3.37,28.6,17.6,72.4,0,,,0,0,0,0,0
2022-09-11,3,2022,septiembre,11,invierno,3.22,3.37,28.2,16.6,71.9,0,194,,0,0,0,0,0
2022-09-12,3,2022,septiembre,12,invierno,3.28,3.32,28,16.8,73.4,0,549,275,0,0,0,0,0
2022-09-13,3,2022,septiembre,13,invierno,3.44,3.64,29,16.6,71.2,0,71,,0,0,0,0,0
2022-09-14,3,2022,septiembre,14,invierno,3.44,3.64,29.4,17,69.3,0,3,,0,0,0,0,0
2022-09-15,3,2022,septiembre,15,invierno,3.44,3.59,30,16.6,70.3,0,435,164,0,0,0,0,0
2022-09-16,3,2022,septiembre,16,invierno,3.5,3.64,30.4,17.6,70.5,0,164,61,0,0,0,0,0
