Fechas,Trimestre,Año,Mes,Día,Estación,Precios Bolsa,Precios Caja,Temp Max,Temp Min,Humedad,Precipitaciones,Masa ingreso Bolsa(T),Masa ingreso Caja(T),Incendio Forestal,Lluvias Intensas,Inundacion,Huaico,Fenomeno_Niño
2024-11-24,4,2024,noviembre,24,primavera,1.22,1.33,32.2,19.6,69.2,0,258,,0,0,0,0,0
2024-11-25,4,2024,noviembre,25,primavera,1.25,1.36,32.6,20,64.3,0,950,72,0,0,0,0,0
2024-11-26,4,2024,noviembre,26,primavera,01.03,1.14,32.6,20.8,65.8,0,87,58,0,0,0,0,0
2024-11-27,4,2024,noviembre,27,primavera,01.03,1.14,32.8,21,64.6,0,9,,0,0,0,0,0
2024-11-28,4,2024,noviembre,28,primavera,1,01.09,32.4,19.8,66.4,0,627,61,0,0,0,0,0
2024-11-29,4,2024,noviembre,29,primavera,0.97,1.14,33,20,68.3,0,298,2,0,0,0,0,0
2024-11-30,4,2024,noviembre,30,primavera,0.94,1.2,32.6,20,66,0,,,0,0,0,0,0
2024-12-01,4,2024,diciembre,1,primavera,0.94,1.2,33,20.8,67.1,0,122,62,0,0,0,0,0
2024-12-02,4,2024,diciembre,2,primavera,0.94,1.14,34,20,64.6,0,720,268,0,0,0,0,0
2024-12-03,4,2024,diciembre,3,primavera,01.03,1.25,33.4,21.2,60.9,0.1,97,9,0,0,0,0,0
2024-12-04,4,2024,diciembre,4,primavera,01.03,1.25,32.8,20,71.3,0,4,,0,0,0,0,0
2024-12-05,4,2024,diciembre,5,primavera,1.11,1.3,32.6,20.4,65.7,0,723,257,1,0,0,0,0
2024-12-06,4,2024,diciembre,6,primavera,1.14,1.34,33.6,20,63.6,0,411,33,0,0,0,0,0
2024-12-07,4,2024,diciembre,7,primavera,01.08,1.36,33.2,19.4,64.6,0,,,0,0,0,0,0
2024-12-08,4,2024,diciembre,8,primavera,01.08,1.36,32,19,66,0,,,0,0,0,0,0
2024-12-09,4,2024,diciembre,9,primavera,1.11,1.3,32.4,19.8,62.2,0,1193,32,0,0,0,0,0
2024-12-10,4,2024,diciembre,10,primavera,1.19,1.36,34,18.8,63.2,0,59,24,0,0,0,0,0
2024-12-11,4,2024,diciembre,11,primavera,1.19,1.36,32.2,21,62.1,0,6,,0,0,0,0,0
2024-12-12,4,2024,diciembre,12,primavera,1.22,1.3,32.4,20.2,62.4,0,884,28,0,0,0,0,0
2024-12-13,4,2024,diciembre,13,primavera,1.28,1.34,34.4,20.4,57.9,0,361,33,0,0,0,0,0
2024-12-14,4,2024,diciembre,14,primavera,1.25,1.28,34.2,20,62.7,0,,,0,0,0,0,0
2024-12-15,4,2024,diciembre,15,primavera,1.25,1.28,31.4,18.6,65,0,114,90,0,0,0,0,0
2024-12-16,4,2024,diciembre,16,primavera,1.28,1.36,33,19,63.2,0,948,105,1,0,0,0,0
2024-12-17,4,2024,diciembre,17,primavera,1.22,1.28,32.2,20.2,62.5,0,66,45,0,0,0,0,0
2024-12-18,4,2024,diciembre,18,primavera,1.22,1.28,33.2,21.8,63.7,0,5,,0,0,0,0,0
2024-12-19,4,2024,diciembre,19,primavera,1.19,1.25,32,21.2,62,0,890,,0,0,0,0,0
2024-12-20,4,2024,diciembre,20,primavera,1.22,1.34,34.2,20.4,63.3,0,358,,0,0,0,0,0
2024-12-21,4,2024,diciembre,21,verano,1.25,1.36,33.4,20.2,62.6,0,,,0,0,0,0,0
2024-12-22,4,2024,diciembre,22,verano,1.25,1.36,34.2,21.6,62.1,0,159,16,0,0,0,0,0
2024-12-23,4,2024,diciembre,23,verano,1.89,2.28,30.2,22.2,65.9,0,943,26,0,0,0,0,0
2024-12-24,4,2024,diciembre,24,verano,1.92,2.34,34.4,21,63.4,0,94,1,0,0,0,0,0
2024-12-25,4,2024,diciembre,25,verano,1.92,2.34,34.2,22,63.8,0,,,0,0,0,0,0
2024-12-26,4,2024,diciembre,26,verano,1.89,2.93,32.6,22.6,64,0,842,136,0,0,0,0,0
2024-12-27,4,2024,diciembre,27,verano,1.94,3.15,31,22.4,65.9,0,209,,0,0,0,0,0
2024-12-28,4,2024,diciembre,28,verano,1.89,2.93,31.8,22,68.2,0,,,0,0,0,0,0
2024-12-29,4,2024,diciembre,29,verano,1.89,2.93,32.6,21.4,69.2,0,299,79,0,0,0,0,0
2024-12-30,4,2024,diciembre,30,verano,1.83,2.83,32,21.2,66.4,0,1354,199,0,0,0,0,0
2024-12-31,4,2024,diciembre,31,verano,1.86,2.77,27.4,22.6,78.2,1.4,199,96,0,0,0,0,0
